IDENT,AGE10,CA0ACATAEU_15,CA0AREGIONF_15,CA0AREG_15,CA1,CA11,CA12,CA20_15,CA23A,CA7,CA8,CA8B3,HABDE_15,OS1,PER1,Q1,Q31,STRADEF,CONTRAT_15,DEST,LIEUNAIS,PCS_15,PHD,PONDEF,POSPRO_15,REGETAB,SALPRS_15,SITDE_15,TAPE,TAPI,ZUS
C0068702,23,111,ÎLE-DE-FRANCE,11,,2,3,2,2,,,,02,1,1,2,2,46,"02 CDI, Fonctionnaire",CER,00,,13L,79.679347847,91,26,1560,1,0,46,2
C0068777,23,112,MIDI-PYRÉNÉES,73,,1,1,2,2,,,,02,2,1,1,2,46,"02 CDI, Fonctionnaire",CER,00,376C,13L,42.267777112,73,26,2782.25,1,4,24,2
C0068814,23,111,ALSACE,42,,3,4,1,2,,,,02,1,1,2,2,36,04 Emploi à durée déterminée,CER,00,452B,05,102.65985969,05,54,1500,1,4,,1
C0068854,23,111,ÎLE-DE-FRANCE,11,,3,2,1,2,4,2,2,02,1,1,2,2,46,"02 CDI, Fonctionnaire",CER,00,478A,13L,78.998957186,92,26,2166.625,1,0,2,2
C0068904,23,111,ÎLE-DE-FRANCE,11,,3,1,2,2,,,,02,2,1,1,2,46,"02 CDI, Fonctionnaire",CER,00,388B,13L,31.674410597,73,83,2251,1,2,14,2
C0068913,23,111,CENTRE,24,,7,3,2,2,,,,03,2,1,2,2,46,,CER,00,,13L,54.559615776,,91,,2,10,17,2
C0068927,27,111,RHÔNE-ALPES,82,,5,5,1,2,,,,02,2,1,1,2,52,04 Emploi à durée déterminée,THE,00,333F,18L,3.4175078707,08,82,1246,1,3,,2
C0069086,22,111,BOURGOGNE,26,,1,1,2,1,,,,02,1,1,1,2,34,05 Intérim,CER,00,474A,09M,44.360322194,05,82,1470,1,0,2,2
C0069239,22,111,BOURGOGNE,26,,2,3,2,2,,,,03,2,1,2,2,34,04 Emploi à durée déterminée,CER,00,434C,09L,81.871139653,92,83,1440,1,2,,2
C0069255,22,111,BOURGOGNE,26,2,3,2,2,2,,,,01,2,1,2,2,36,,CER,00,,04T,39.698249234,,26,,4,4,,2
C0069313,22,111,BOURGOGNE,26,,2,3,2,2,,,,02,2,1,1,2,26,"02 CDI, Fonctionnaire",CER,00,479B,06I,53.7165747,03,26,2708,1,0,12,2
C0069318,22,111,BOURGOGNE,26,,5,5,2,2,,,,02,1,2,1,2,21,,CER,00,,05,100.12635069,,93,,4,3,5,1
C0069340,22,111,BOURGOGNE,26,2,5,1,2,2,,,,01,1,1,2,2,38,,CER,00,,10L,37.215408541,,26,,2,11,,2
C0069357,22,111,BRETAGNE,53,,,3,2,1,,,,02,1,2,1,2,20,,CER,00,,03T,89.113459346,,72,,3,2,42,2
C0069448,22,211,BOURGOGNE,26,,2,2,2,2,,,,03,2,1,1,2,34,04 Emploi à durée déterminée,CER,00,332B,09L,55.5329856,04,83,2687,1,5,,2
C0069494,22,111,BOURGOGNE,26,,2,4,2,2,,,,03,2,1,1,2,29,"02 CDI, Fonctionnaire",CER,00,642A,06T,65.552919169,92,26,1458,1,3,3,2
C0069623,22,111,ÎLE-DE-FRANCE,11,,2,3,2,2,,,,03,1,1,2,2,36,,CER,00,,10L,47.647034166,,83,,2,0,,2
C0069792,28,111,ÎLE-DE-FRANCE,11,,3,2,2,2,,,,02,1,2,1,2,52,"02 CDI, Fonctionnaire",THE,00,388C,18L,2.7281878367,71,11,3088,1,0,0,2
C0069829,33,111,MIDI-PYRÉNÉES,73,,4,5,1,2,,,,02,2,1,2,2,50,"02 CDI, Fonctionnaire",CER,00,344A,17,62.125853667,71,31,3800,1,0,0,2
C0069845,32,111,LANGUEDOC-ROUSSILLON,91,,6,5,2,1,,,,03,2,1,2,2,52,"02 CDI, Fonctionnaire",THE,00,373D,18L,5.7481670312,04,91,1495,1,0,0,2
C0069859,29,111,LANGUEDOC-ROUSSILLON,91,,7,7,2,2,3,,,03,1,1,2,3,50,01 Non salarié,CER,07,311C,17,42.487529157,,91,,1,0,,2
C0069990,29,111,ÎLE-DE-FRANCE,11,,6,3,2,2,3,3,2,02,1,1,1,2,46,"02 CDI, Fonctionnaire",CER,07,463D,13L,40.332230511,03,91,2167,1,0,22,1
C0070086,33,111,POITOU-CHARENTES,54,,1,1,2,3,3,3,2,02,2,2,1,3,52,01 Non salarié,THE,08,312A,18L,3.9144014619,,91,,1,14,,2
C0070143,27,221,LANGUEDOC-ROUSSILLON,91,2,7,3,2,2,,,,01,1,1,1,2,40,"02 CDI, Fonctionnaire",CER,00,385A,10M,39.618582406,71,91,2275.328125,1,0,18,2
C0070360,29,111,LANGUEDOC-ROUSSILLON,91,,5,3,2,2,4,4,1,02,1,1,2,2,52,,THE,00,,18M,7.36055213,,91,,2,0,0,2
C0070405,24,111,ÎLE-DE-FRANCE,11,,6,6,2,2,3,3,1,03,1,2,2,3,46,"02 CDI, Fonctionnaire",CER,00,374C,13L,59.046268922,71,91,2000,1,22,52,2
C0070524,27,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,1,1,2,2,,,,03,2,1,1,2,52,"02 CDI, Fonctionnaire",THE,00,342A,18M,4.8313526254,08,91,2300,1,0,0,1
C0070539,26,400,MIDI-PYRÉNÉES,73,,1,5,2,2,,,,03,1,1,2,2,52,04 Emploi à durée déterminée,THE,00,342C,18M,4.8557381743,71,91,1882,1,20,,2
C0070545,26,111,LANGUEDOC-ROUSSILLON,91,,3,4,1,2,,,,03,1,1,2,2,52,"02 CDI, Fonctionnaire",THE,00,342A,18M,7.2097825628,04,91,2366.625,1,0,11,2
C0070550,26,111,ÎLE-DE-FRANCE,11,,5,5,2,2,,,,02,2,1,1,2,52,"02 CDI, Fonctionnaire",THE,00,342A,18M,4.193317187,08,91,2450,1,0,33,2
C0070551,27,111,BRETAGNE,53,,6,7,2,1,,,,03,2,1,2,2,52,04 Emploi à durée déterminée,THE,00,387D,18M,3.6226301226,71,91,2100,1,0,,2
C0070552,27,111,POITOU-CHARENTES,54,,1,1,1,2,,,,02,1,1,1,2,52,"02 CDI, Fonctionnaire",THE,00,342A,18M,2.676922997,08,91,2525,1,4,44,2
C0070554,27,111,NORD-PAS-DE-CALAIS,31,,1,1,2,2,3,3,2,03,2,1,1,3,52,04 Emploi à durée déterminée,THE,,383A,18M,4.9217493403,71,91,2050,1,1,,2
C0070570,27,111,ÎLE-DE-FRANCE,11,,3,4,1,2,1,,,02,2,1,1,2,52,04 Emploi à durée déterminée,THE,00,342G,18M,2.9140474833,71,91,2329,1,2,,2
C0070575,27,112,LANGUEDOC-ROUSSILLON,91,,4,4,1,2,,,,02,2,1,1,2,52,04 Emploi à durée déterminée,THE,00,422B,18M,7.4563549744,71,91,2209,1,0,,2
C0070747,29,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,,1,1,2,,,,02,2,1,1,2,47,"02 CDI, Fonctionnaire",CER,00,676C,10M,49.501267223,91,91,1408,1,0,45,2
C0070790,35,221,RHÔNE-ALPES,82,,,1,1,2,3,3,1,02,2,1,1,3,52,04 Emploi à durée déterminée,THE,08,423B,18L,6.4800951556,72,91,1150,1,0,0,2
C0070791,34,111,BASSE-NORMANDIE,25,,5,3,1,2,3,3,2,02,2,1,1,2,52,"02 CDI, Fonctionnaire",THE,06,341A,18L,7.2484285861,91,72,1700,1,2,2,2
C0070846,32,211,MIDI-PYRÉNÉES,73,,,1,1,2,3,3,1,02,2,1,1,3,52,"02 CDI, Fonctionnaire",THE,08,561F,13L,47.060887841,91,91,1793,1,0,0,2
C0070861,27,111,LANGUEDOC-ROUSSILLON,91,,1,1,1,2,3,3,1,02,2,2,2,3,46,01 Non salarié,CER,07,,13L,42.273851655,,82,,1,17,,2
C0070891,34,111,LANGUEDOC-ROUSSILLON,91,,2,1,1,2,3,3,1,02,2,1,1,2,52,04 Emploi à durée déterminée,THE,08,525D,18L,7.7601927893,,91,2103,1,7,,2
C0070901,31,111,ÎLE-DE-FRANCE,11,,1,1,2,2,3,3,2,03,1,1,1,3,20,01 Non salarié,CER,07,227D,07T,70.304232379,,11,,1,0,0,2
C0071041,26,111,ÎLE-DE-FRANCE,11,,,6,2,2,3,3,2,03,2,1,2,2,46,,CER,01,,13L,57.840652724,,11,,2,8,8,2
C0071123,32,120,LANGUEDOC-ROUSSILLON,91,,5,6,1,2,,,,02,2,1,2,2,52,"02 CDI, Fonctionnaire",THE,00,341A,18L,4.383491444,08,91,2000,1,0,0,2
C0071581,35,111,ÎLE-DE-FRANCE,11,,6,3,1,2,,,,02,2,1,1,2,52,"02 CDI, Fonctionnaire",THE,00,344A,18M,5.0193393652,71,11,2797,1,0,34,2
C0071592,34,211,BRETAGNE,53,,5,5,2,2,,,,03,2,1,2,2,46,,CER,00,,14L,78.29258597,,53,,5,0,0,2
C0071595,34,111,PICARDIE,22,,6,4,2,2,,,,02,2,1,2,2,52,"02 CDI, Fonctionnaire",THE,00,342A,18L,7.8838695977,08,42,2450,1,1,9,2
C0071635,29,112,AUVERGNE,83,,6,6,1,2,,,,02,2,1,1,2,52,01 Non salarié,THE,00,387F,18M,3.40332864,,54,,1,1,9,2
C0071648,29,111,BRETAGNE,53,,1,5,1,2,,3,,02,1,1,1,2,52,"02 CDI, Fonctionnaire",THE,00,342A,18M,3.3234121393,08,53,2683.3125,1,0,11,2
C0071653,29,111,POITOU-CHARENTES,54,,1,1,2,1,,,,03,1,1,1,2,52,"02 CDI, Fonctionnaire",THE,00,433A,18M,3.7419128975,71,82,4983,1,0,12,1
C0071711,27,111,MIDI-PYRÉNÉES,73,,,,2,2,,,,03,2,1,1,2,52,"02 CDI, Fonctionnaire",THE,00,376E,18M,3.2508904954,73,53,2500,1,8,8,2
C0071723,26,111,ÎLE-DE-FRANCE,11,,5,3,1,2,4,3,1,02,1,1,2,2,46,01 Non salarié,CER,08,,13L,98.295150255,,11,,1,2,2,2
C0071726,29,111,ÎLE-DE-FRANCE,11,,6,6,2,2,3,3,2,02,2,2,1,3,52,"02 CDI, Fonctionnaire",THE,10,388A,10L,13.412423579,71,25,3696.6640625,1,9,9,2
C0071741,28,112,ÎLE-DE-FRANCE,11,,3,5,1,2,,,,02,2,1,1,2,52,"02 CDI, Fonctionnaire",THE,00,342A,18L,3.9407207166,04,11,2490,1,0,9,2
C0071753,27,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,1,7,2,2,,,,02,1,1,1,2,52,"02 CDI, Fonctionnaire",THE,00,388E,18M,3.7348464867,71,53,3708.328125,1,0,0,2
C0071757,26,112,BRETAGNE,53,,6,3,1,1,3,3,2,02,1,1,1,2,52,"02 CDI, Fonctionnaire",THE,08,387D,18M,3.9501355642,71,53,2383.328125,1,0,6,2
C0071803,31,111,BRETAGNE,53,,,,1,1,3,3,2,02,1,1,1,3,52,04 Emploi à durée déterminée,THE,07,342G,18M,7.3889799438,71,53,2330,1,0,,2
C0071924,33,111,ÎLE-DE-FRANCE,11,,1,1,1,1,3,3,2,02,2,2,1,2,52,01 Non salarié,THE,08,478D,18M,3.8599628348,,53,,1,0,,2
C0071974,32,111,ÎLE-DE-FRANCE,11,,1,1,2,2,3,3,1,03,1,2,2,2,52,,THE,07,,18M,6.0399490778,,53,,2,11,,2
C0071979,29,111,BRETAGNE,53,,6,6,1,2,3,3,2,02,1,1,1,3,52,"02 CDI, Fonctionnaire",THE,,388A,18M,4.2597741528,71,53,3166.65625,1,0,18,2
C0072197,31,111,BRETAGNE,53,,5,4,1,2,,,,02,2,1,2,2,52,"02 CDI, Fonctionnaire",THE,00,342A,18L,5.4622625528,08,72,2500,1,0,0,2
C0072202,34,111,NORD-PAS-DE-CALAIS,31,,3,3,2,2,,,,02,1,1,2,2,52,"02 CDI, Fonctionnaire",THE,00,342A,18L,4.8289650266,71,54,2436,1,0,0,2
C0072230,29,111,BRETAGNE,53,,2,1,2,2,,,,01,1,2,2,1,40,04 Emploi à durée déterminée,CER,00,553A,03T,38.817882711,91,53,398,1,0,,2
C0072255,35,111,LANGUEDOC-ROUSSILLON,91,,,3,1,2,3,3,2,02,2,1,2,3,52,04 Emploi à durée déterminée,THE,09,423B,18L,7.2611599859,92,52,1200,1,0,,2
C0072298,27,111,ÎLE-DE-FRANCE,11,,,1,1,2,,,,02,1,1,1,2,46,,CER,00,,13L,48.139825948,,11,,3,0,,2
C0072357,29,400,BRETAGNE,53,,6,6,1,2,3,3,2,02,2,2,2,3,46,04 Emploi à durée déterminée,CER,10,341A,13L,56.715078227,71,53,1950,1,0,,2
C0072366,26,111,ÎLE-DE-FRANCE,11,,7,4,2,2,3,3,2,03,2,1,1,3,38,"02 CDI, Fonctionnaire",CER,07,374C,13L,62.464051474,73,53,1933,1,0,2,2
C0072494,35,111,POITOU-CHARENTES,54,,2,2,1,2,,,,02,2,1,1,2,52,"02 CDI, Fonctionnaire",THE,00,342A,18L,3.7523016813,08,54,2250,1,0,0,2
C0072495,35,111,CENTRE,24,,,5,1,2,2,,,02,2,1,1,2,52,"02 CDI, Fonctionnaire",THE,00,342A,18L,4.5203423457,71,54,2433.3125,1,0,0,1
C0072512,35,111,AQUITAINE,72,,6,3,1,2,,,,02,2,1,2,2,52,"02 CDI, Fonctionnaire",THE,00,344D,18M,5.2820000963,04,24,3398,1,0,0,2
C0072536,30,400,AQUITAINE,72,2,5,2,2,2,3,3,1,02,2,1,2,3,40,,CER,08,,05,25.48890996,,74,,2,24,,2
C0072563,32,111,BRETAGNE,53,,,,1,2,3,3,1,02,1,1,1,2,40,04 Emploi à durée déterminée,CER,08,534A,12M,37.588093961,91,82,1136,1,5,,2
C0072574,25,111,CENTRE,24,,5,1,2,2,3,3,2,02,2,2,2,2,46,"02 CDI, Fonctionnaire",CER,07,467B,13L,104.35988231,05,52,1842,1,1,6,2
C0072594,34,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,3,3,2,2,,1,,03,2,1,2,2,52,"02 CDI, Fonctionnaire",THE,00,342A,18L,6.0227113586,08,24,2300,1,0,17,2
C0072601,34,111,ÎLE-DE-FRANCE,11,,,1,1,2,3,3,2,02,1,2,1,3,52,"02 CDI, Fonctionnaire",THE,07,487B,18L,7.5663649263,05,11,1517,1,18,20,2
C0072767,23,111,ÎLE-DE-FRANCE,11,,6,2,2,1,,,,02,2,1,1,2,34,04 Emploi à durée déterminée,CER,00,352A,09L,42.942609598,05,24,1459,1,0,,2
C0072946,22,111,CENTRE,24,,1,4,2,2,,,,02,2,1,2,2,34,04 Emploi à durée déterminée,CER,00,341A,09M,47.624135643,71,24,1600,1,0,,2
C0073077,21,111,AUVERGNE,83,,3,3,2,2,,,,03,1,1,2,2,34,"02 CDI, Fonctionnaire",CER,00,463B,09M,51.605749399,05,82,1650,1,3,6,2
C0073174,21,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,3,3,2,2,,,,02,2,1,1,2,34,"02 CDI, Fonctionnaire",CER,00,472A,09M,54.979833764,71,91,2283.3125,1,0,0,2
C0073240,21,211,RHÔNE-ALPES,82,,3,3,2,2,,,,02,1,1,2,2,21,,CER,00,,05,71.102317418,,82,,5,,,2
C0073315,21,111,RHÔNE-ALPES,82,,1,3,2,2,4,,,02,1,2,2,2,38,"02 CDI, Fonctionnaire",CER,00,431F,10L,104.68093147,05,11,1830,1,13,49,2
C0073347,20,111,RHÔNE-ALPES,82,,4,2,2,1,,,,03,2,2,2,2,20,,CER,00,,05,81.062564446,,82,,2,0,,2
C0073376,21,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,2,1,2,2,,2,,01,1,1,2,2,20,"02 CDI, Fonctionnaire",CER,00,545C,05,112.09505705,91,91,1458,1,5,46,2
C0073438,21,111,RHÔNE-ALPES,82,,1,5,2,2,,,,02,2,1,2,2,29,"02 CDI, Fonctionnaire",CER,00,545A,06T,57.0224615,91,82,1354,1,0,14,2
C0073668,21,111,RHÔNE-ALPES,82,,1,1,2,2,,,,03,2,1,2,2,29,,CER,00,,06T,42.935454636,,82,,3,3,6,2
C0073705,21,111,RHÔNE-ALPES,82,,2,3,2,1,,,,03,2,1,1,2,20,"02 CDI, Fonctionnaire",CER,00,643A,04T,32.905247644,91,82,1468,1,0,0,2
C0073741,21,111,RHÔNE-ALPES,82,,7,7,2,2,3,3,1,01,2,1,1,2,21,,CER,00,,06I,56.69019279,,82,,5,2,,1
C0073849,21,111,ÎLE-DE-FRANCE,11,,4,7,2,2,,,,01,1,1,1,2,29,"02 CDI, Fonctionnaire",CER,00,676E,06T,50.234344894,01,82,1623,1,18,18,2
C0074026,21,111,RHÔNE-ALPES,82,,2,1,2,2,,,,03,1,1,2,2,38,,CER,00,,10L,48.662334272,,82,,2,3,,2
C0074032,22,111,RHÔNE-ALPES,82,,2,2,1,2,,,,02,2,1,2,1,20,"02 CDI, Fonctionnaire",CER,00,554E,06T,51.11262287,91,82,1136,1,0,3,2
C0074125,21,111,RHÔNE-ALPES,82,,2,2,2,2,,,,01,1,1,1,2,20,,CER,00,,05,50.566012439,,82,,4,0,,2
C0074292,20,111,RHÔNE-ALPES,82,,3,2,2,2,,,,02,2,1,1,2,38,"02 CDI, Fonctionnaire",CER,00,552A,06T,113.52867786,91,91,1482,1,23,51,2
C0074409,21,111,RHÔNE-ALPES,82,,5,2,2,2,,,,01,2,2,1,2,20,"02 CDI, Fonctionnaire",CER,00,422E,04T,52.221149597,91,82,873,1,0,37,2
C0074433,21,111,PAYS DE LA LOIRE,52,,6,6,2,2,,,,02,2,1,1,2,20,04 Emploi à durée déterminée,CER,00,543D,05,132.82773535,92,53,1286,1,0,1,2
C0074633,21,111,RHÔNE-ALPES,82,,3,3,2,2,,,,03,2,2,2,2,24,,CER,00,,05,122.95920049,,82,,5,1,,2
C0074844,21,111,RHÔNE-ALPES,82,,4,4,2,2,,,,03,1,1,2,2,39,,CER,00,,10M,64.845950517,,82,,5,,,2
C0075069,20,111,RHÔNE-ALPES,82,,1,1,2,2,,,,03,2,1,1,2,20,"02 CDI, Fonctionnaire",CER,00,431F,05,158.47676575,05,82,1700,1,,37,2
C0075075,20,300,RHÔNE-ALPES,82,2,2,3,2,2,,3,,01,1,1,2,2,21,,CER,00,,05,85.074105746,,82,,5,3,,2
C0075277,20,111,RHÔNE-ALPES,82,,4,1,2,2,,,,03,1,1,1,2,21,,CER,00,,05,70.767526004,,82,,5,1,,2
C0075281,20,111,RHÔNE-ALPES,82,,6,4,2,2,,,,03,2,1,1,2,20,"02 CDI, Fonctionnaire",CER,00,628A,04T,60.583109925,05,82,1463,1,0,4,1
C0075362,21,111,RHÔNE-ALPES,82,,2,2,2,2,4,,,01,2,1,2,1,20,04 Emploi à durée déterminée,CER,00,525D,03T,55.440660363,91,82,1257,1,2,18,2
C0075502,20,300,RHÔNE-ALPES,82,2,2,2,2,2,,,,01,2,1,2,2,29,"02 CDI, Fonctionnaire",CER,00,461F,06T,47.691879485,92,82,2133.8320313,1,2,27,2
C0075595,19,112,RHÔNE-ALPES,82,1,7,7,2,2,,,,01,2,1,2,2,21,04 Emploi à durée déterminée,CER,00,526B,05,90.842373493,92,82,1136,1,0,,2
C0075965,19,112,ALSACE,42,2,,,2,2,,,,03,2,1,1,2,20,04 Emploi à durée déterminée,CER,00,,04T,52.060503387,92,82,793,1,11,,2
C0075978,21,111,RHÔNE-ALPES,82,2,2,3,2,2,,4,,01,1,1,1,2,21,,CER,07,,05,79.211081576,,82,,5,0,0,1
C0075981,20,111,RHÔNE-ALPES,82,,6,6,2,2,4,4,1,01,2,1,1,2,20,"02 CDI, Fonctionnaire",CER,07,554F,05,78.231886793,91,82,1825,1,3,31,2
C0076442,21,111,RHÔNE-ALPES,82,,1,5,2,2,,,,03,1,1,1,2,34,"02 CDI, Fonctionnaire",CER,00,478A,09L,33.253156258,92,82,1470,1,0,0,2
C0076512,20,112,RHÔNE-ALPES,82,2,1,7,2,2,,,,01,2,1,2,2,20,"02 CDI, Fonctionnaire",CER,00,561A,05,107.6056212,92,82,1397,1,0,34,2
C0076555,20,111,RHÔNE-ALPES,82,,2,2,2,2,,,,01,2,1,1,2,20,"02 CDI, Fonctionnaire",CER,00,465A,05,47.168418682,92,21,1585,1,0,40,2
C0076760,27,111,ÎLE-DE-FRANCE,11,,6,2,2,2,2,,,03,2,2,1,2,46,"02 CDI, Fonctionnaire",CER,00,543D,13L,46.73675239,92,11,2200,1,12,27,2
C0076780,19,112,RHÔNE-ALPES,82,2,1,1,2,2,2,2,1,01,1,1,1,2,20,,CER,00,,05,102.54824203,,82,,2,0,,2
C0076837,20,112,RHÔNE-ALPES,82,,1,3,2,2,,,,03,1,1,1,1,20,04 Emploi à durée déterminée,CER,00,422E,04T,38.661718302,91,82,1357,1,2,,2
C0076885,19,111,FRANCHE-COMTÉ,43,2,1,3,2,2,,,,03,1,2,2,2,20,"02 CDI, Fonctionnaire",CER,00,431F,05,89.136039338,05,82,1471,1,3,46,2
C0077214,19,111,RHÔNE-ALPES,82,,3,4,2,2,,,,03,1,1,2,2,20,,CER,00,,05,110.87854981,,82,,5,11,,2
C0077299,19,111,RHÔNE-ALPES,82,,7,4,2,1,,,,03,2,1,2,2,20,"02 CDI, Fonctionnaire",CER,00,563B,05,123.09543397,92,82,1463,1,3,22,2
C0077780,19,111,BRETAGNE,53,,1,4,2,2,1,,,01,2,1,1,2,20,04 Emploi à durée déterminée,CER,00,424A,05,56.246165563,05,82,1369,1,0,,2
C0077872,23,112,RHÔNE-ALPES,82,,6,3,2,2,1,,,03,2,1,2,2,33,01 Non salarié,CER,00,432C,08,53.830601472,,42,,1,0,,2
C0078172,23,111,RHÔNE-ALPES,82,,6,3,2,2,,,,03,1,1,1,2,47,"02 CDI, Fonctionnaire",CER,00,383A,13M,42.904453548,71,82,2000,1,3,15,2
C0078434,22,111,RHÔNE-ALPES,82,,5,5,2,2,,,,01,2,1,2,2,38,"02 CDI, Fonctionnaire",CER,00,463B,10L,55.890359058,03,31,2089,1,3,51,2
C0078564,22,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,6,4,2,2,,,,03,2,1,2,2,38,"02 CDI, Fonctionnaire",CER,00,553A,10L,143.67412583,92,91,2383,1,0,21,2
C0078693,21,111,RHÔNE-ALPES,82,,,1,2,2,,,,03,2,1,2,2,20,,CER,00,,04T,80.874492043,,82,,4,0,18,2
C0078823,21,111,RHÔNE-ALPES,82,,4,3,2,2,,,,02,2,2,1,2,38,03 Contrat aidé,CER,00,554D,10L,48.171483359,91,82,1385,1,0,,2
C0078868,22,111,RHÔNE-ALPES,82,,7,7,1,2,,,,02,2,1,1,2,34,"02 CDI, Fonctionnaire",CER,00,554A,09M,55.57047407,91,82,1250,1,0,3,2
C0078936,20,111,RHÔNE-ALPES,82,,3,2,2,2,,,,03,2,1,2,2,21,,CER,00,,05,72.560592515,,82,,3,0,55,1
C0078937,20,111,RHÔNE-ALPES,82,,3,4,2,2,,,,03,2,1,1,2,26,"02 CDI, Fonctionnaire",CER,00,472A,05,110.60960477,91,82,1668,1,7,11,2
C0079062,20,111,CHAMPAGNE-ARDENNE,21,,,1,2,2,,,,03,1,1,1,2,20,04 Emploi à durée déterminée,CER,00,374D,04T,65.028688659,,72,1101,1,3,30,2
C0079077,30,112,BASSE-NORMANDIE,25,,5,5,2,2,3,3,1,02,2,1,2,3,52,"02 CDI, Fonctionnaire",THE,09,341A,18M,3.5056052904,71,25,1000,1,7,31,2
C0079175,30,111,RHÔNE-ALPES,82,,1,1,1,2,3,3,1,02,2,1,1,3,47,"02 CDI, Fonctionnaire",CER,08,468A,12M,31.420999225,92,82,2000,1,0,0,2
C0079190,27,111,ÎLE-DE-FRANCE,11,,1,1,1,2,3,3,2,02,1,1,2,2,33,"02 CDI, Fonctionnaire",SOC,07,431E,08,68.950529851,92,82,2110,1,0,17,2
C0079235,26,111,ÎLE-DE-FRANCE,11,,,,1,2,3,3,2,02,2,1,1,3,46,"02 CDI, Fonctionnaire",CER,08,387D,13L,27.689328717,71,82,3166.65625,1,0,5,2
C0079253,29,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,6,3,1,2,3,3,1,02,2,1,1,2,52,"02 CDI, Fonctionnaire",THE,06,388C,18M,4.097811982,71,91,1495,1,1,20,2
C0079807,35,111,RHÔNE-ALPES,82,,5,2,1,1,,,,02,2,1,1,1,52,04 Emploi à durée déterminée,THE,00,342G,18L,4.3198800845,71,22,2678,1,2,,2
C0079840,27,111,ÎLE-DE-FRANCE,11,,5,6,1,2,3,3,1,03,2,2,1,2,24,"02 CDI, Fonctionnaire",CER,08,376E,14L,63.332300984,72,11,2946.6640625,1,0,10,2
C0079899,25,111,POITOU-CHARENTES,54,,5,4,2,2,3,3,2,02,2,1,1,2,40,"02 CDI, Fonctionnaire",CER,07,544A,09M,78.933391968,92,73,1588,1,0,43,2
C0080928,25,111,RHÔNE-ALPES,82,,3,4,2,2,,,,02,1,1,2,2,46,"02 CDI, Fonctionnaire",CER,00,461A,13L,40.80371523,05,82,1808.8320313,1,0,7,1
C0081010,23,112,RHÔNE-ALPES,82,,3,3,2,2,3,3,2,03,2,1,2,3,24,,CER,09,,03T,107.52782874,,82,,5,2,2,2
C0081072,21,111,RHÔNE-ALPES,82,,1,1,1,2,1,,,02,2,2,2,2,20,,CER,00,,04T,88.503549592,,82,,3,3,,1
C0081280,32,111,MIDI-PYRÉNÉES,73,,3,3,2,1,,,,03,2,1,2,2,52,"02 CDI, Fonctionnaire",THE,00,342A,18L,3.6465890401,08,73,2004,1,0,0,2
C0081319,32,112,PROVENCE-ALPES-CÔTE D'AZUR,93,,5,5,1,2,,,,02,2,1,2,2,45,04 Emploi à durée déterminée,CER,00,344A,13M,68.681246464,05,93,2900,1,0,,2
C0081325,30,112,LANGUEDOC-ROUSSILLON,91,,6,1,2,2,,,,02,2,1,2,2,52,04 Emploi à durée déterminée,THE,00,342A,18L,3.300193965,71,91,1484,1,0,,2
C0081345,31,111,RHÔNE-ALPES,82,,3,5,1,2,,,,02,2,1,1,2,52,01 Non salarié,THE,00,227D,18L,2.4908507609,,52,,1,3,,2
C0081355,31,111,MIDI-PYRÉNÉES,73,,5,6,2,2,,,,03,2,1,2,2,50,"02 CDI, Fonctionnaire",CER,00,344A,17,72.380169514,71,73,4100,1,0,49,2
C0081380,30,111,RHÔNE-ALPES,82,,7,4,2,2,3,3,2,03,2,1,1,2,52,"02 CDI, Fonctionnaire",THE,00,342A,18L,4.536909765,08,82,2366,1,0,56,1
C0081386,30,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,5,6,1,2,3,,,02,2,1,2,2,50,04 Emploi à durée déterminée,CER,10,344A,17,48.772777656,71,93,1665,1,0,,2
C0081411,29,111,RHÔNE-ALPES,82,,1,2,2,2,,,,02,2,1,2,2,52,"02 CDI, Fonctionnaire",THE,00,342A,18L,7.0291177492,08,82,2400,1,0,23,2
C0081448,33,400,RHÔNE-ALPES,82,,2,3,1,1,1,1,1,02,1,1,2,2,20,04 Emploi à durée déterminée,CER,00,553C,07I,76.088591809,91,82,1100,1,,,2
C0081450,29,111,ÎLE-DE-FRANCE,11,,5,5,1,2,,,,02,1,1,2,2,52,"02 CDI, Fonctionnaire",THE,10,461D,18M,7.5894425992,71,11,2850,1,0,6,2
C0081467,29,111,RHÔNE-ALPES,82,,3,4,2,2,,,,02,1,1,1,2,50,01 Non salarié,CER,00,311B,17,45.499316965,,91,,1,0,,2
C0081483,29,111,LANGUEDOC-ROUSSILLON,91,,2,1,2,1,,,,02,1,1,1,2,52,"02 CDI, Fonctionnaire",THE,00,342E,05,48.248394511,71,91,1800,1,0,0,2
C0081484,29,300,RHÔNE-ALPES,82,,3,2,1,2,,,,02,1,1,2,2,52,,THE,00,,18L,3.5020371913,,82,,2,0,0,2
